Nom de la fête ou manifestation;Catégorie de la fête ou manifestation;Adresse1;Adresse partie 1 suite;Adresse partie 2;Adresse partie 3;Code postal;Commune de la fête ou manifestation;Bureau distributeur de l'adresse postale;Cedex de l'adresse postale;Code Insee de la Commune;Latitude;Longitude;Point d'accès/Nom/distance en km;N° de téléphone fixe;N° de téléphone mobile;N° de fax;localisation;departement
RAID SPORTIF BRULONNAIS;Manifestation sportive;;;Rue de Buet;;72350;BRULON;;;72050;47.9679252;-0.2295177;;;06 77 89 49 18;;47.9679252,-0.2295177;Sarthe
RALLYE DES MARINIERS ET MARINIÈRES À CAP LOIRE;Stages-Atelier-Jeux;;Cap Loire;20 Rue d'Anjou (Montjean-sur-Loire);MONTJEAN-SUR-LOIRE;49410;MAUGES-SUR-LOIRE;;;49244;47.3898051;-0.8641968;;02 41 39 07 10;;;47.3898051,-0.8641968;Maine-et-Loire
RALLYE PORNIC  PIRIAC PORNIC;Manifestation sportive;;Port de plaisance;Club Nautique;La Noëveillard;44210;PORNIC;;;44131;47.11043;-2.11106;;02 40 82 34 72;;;47.11043,-2.11106;Loire-Atlantique
RANDO VTT ET PÉDESTRE DE LA VALLÉE DU TENU;Randonnée;;;Salle polyvalente de Saint-Même-le-Tenu;;44270;MACHECOUL-SAINT-MEME;;;44087;47.0196165;-1.7934549;;;;;47.0196165,-1.7934549;Loire-Atlantique
RANDONNÉE DE L'ERDRE - ANGRIE;Randonnée;;;;;49440;ANGRIE;;;49008;47.5703481;-0.9732041;;02 41 92 00 05;;;47.5703481,-0.9732041;Maine-et-Loire
RANDONNÉE DE LA FOIRE D'AUTOMNE- SAINT-BERTHEVIN-LA-TANNIERE;Visites et sorties à thèmes;Terrain de la foire;;;;53220;SAINT-BERTHEVIN-LA-TANNIERE;;;53202;48.398624;-0.966802;;02 43 05 01 67;;;48.398624,-0.966802;Mayenne
RANDONNÉE LA ROUSSAYAISE;Randonnée;;Salle polyvalente;Rue des Sport;ROUSSAY;49230;SEVREMOINE;;;49301;47.092188;-1.0620759;;;;;47.092188,-1.0620759;Maine-et-Loire
RANDONNÉE PÉDESTRE;Visites et sorties à thèmes;;;Parking de la salle communale;;53220;SAINT-ELLIER-DU-MAINE;;;53213;48.3952319;-1.0636651;;02 43 05 07 35;;;48.3952319,-1.0636651;Ille-et-Vilaine
RANDONNÉE PÉDESTRE;Visites et sorties à thèmes;;;Place Haute de la Mairie;;53220;PONTMAIN;;;53181;48.4377527;-1.0591001;;02 43 05 07 35;;;48.4377527,-1.0591001;Mayenne
RANDONNÉE PÉDESTRE ACCOMPAGNÉE : CLISSON, VIGNOBLE ET BORDS DE MOINE;Visites et sorties à thèmes;;;Place de la Trinité;;44190;CLISSON;;;44043;47.0886491;-1.2771238;;240540295;;;47.0886491,-1.2771238;Loire-Atlantique
RANDONNÉE PÉDESTRE DU LOUIS D'OR;Randonnée;;;Saint Louis;;49430;MONTIGNE-LES-RAIRIES;;;49209;47.6206;-0.2034599;;;06 01 07 80 05;;47.6206,-0.2034599;Maine-et-Loire
RANDONNÉE SOLIDAIRE D'UNE RIVE À L'AUTRE À JUVARDEIL;Randonnée;Salle Bontemps;;;;49330;JUVARDEIL;;;49170;47.6560892;-0.4996411;;;06 80 11 88 61;;47.6560892,-0.4996411;Maine-et-Loire
RDV AUX JARDINS AU CHÂTEAU DES ARCIS;Visites et sorties à thèmes;;;Lieu-dit Les Arcis;;53170;MESLAY-DU-MAINE;;;53152;47.9342093;-0.5183814;;;06 88 68 23 21;;47.9342093,-0.5183814;Mayenne
RENCONTRE AVEC  GUILLAUME BOUZARD- DESSINATEUR DU CANARD ENCHAINE;;;;Médiathèque Armel de Wismes;35 rue Tartifume;44210;PORNIC;;;44131;47.11673;-2.10151;;02 40 82 65 90;;;47.11673,-2.10151;Loire-Atlantique
RENCONTRE DICUSSION AVEC GWÉNAELLE ABOLIVIER;Visites et sorties à thèmes;;Librairie ParChemins;1 rue Charles de Renéville;SAINT-FLORENT-LE-VIEIL;49410;MAUGES-SUR-LOIRE;;;49244;47.3635741;-1.0178013;;02 41 42 92 14;;;47.3635741,-1.0178013;Maine-et-Loire
RENDEZ-VOUS AUX JARDINS - MUSÉE DU TEXTILE ET DE LA MODE;Visites et sorties à thèmes;;;Rue du Docteur Roux;;49300;CHOLET;;;49099;47.06833;-0.89814;;02 72 77 22 50;;02 72 77 22 55;47.06833,-0.89814;Maine-et-Loire
RENDEZ-VOUS CONTE DIR'LIRE A BEAUFORT EN VALLÉE;Contes et lectures;;Bibliothèque;;Beaufort-en-Vallée;49250;BEAUFORT-EN-ANJOU;;;49021;47.4378076;-0.2142097;;02 41 79 74 11;;;47.4378076,-0.2142097;Maine-et-Loire
RENDEZ-VOUS NATURE EN ANJOU - FORCE DE LA NATURE;Exposition;Culture Biome;Parc de la grande Romagne;;Villemoisan;49370;VAL D'ERDRE-AUXENCE;;;49183;47.47074;-0.8511;;;06 25 73 67 55;;47.47074,-0.8511;Maine-et-Loire
RENDEZ-VOUS NATURE EN ANJOU : DANS LES PAS D’UN NATURALISTE...;Sortie nature / environnement;;Parc du Château de Beaupréau;Le Château;BEAUPREAU;49600;BEAUPREAU-EN-MAUGES;;;49023;47.198975;-0.986047;;02 41 71 76 80;;;47.198975,-0.986047;Maine-et-Loire
REPAIR CAFÉ;Stages-Atelier-Jeux;;;Bibliothèque;17 rue des forges;44530;SAINT-GILDAS-DES-BOIS;;;44161;47.5123;-2.03951;;02 40 01 40 10;;;47.5123,-2.03951;Loire-Atlantique
REPAIR CAFÉ LE BALTO;Stages-Atelier-Jeux;;;30 avenue de la Monneraye;;44410;HERBIGNAC;;;44072;47.44916;-2.31145;;06 62 55 85 28;;;47.44916,-2.31145;Loire-Atlantique
REPORT : SPECTACLE : BAPTISTE LECAPLAIN;Spectacle;;;33 BOULEVARD CARNOT;;49100;ANGERS;;;49007;47.47437;-0.54598;;02 41 96 32 32;;;47.47437,-0.54598;Maine-et-Loire
REPORTÉ : SPECTACLE : INAVOUABLE AVEC MICHEL LEEB;Théâtre;;;33 BOULEVARD CARNOT;;49100;ANGERS;;;49007;47.47449;-0.54585;;02 41 96 32 32;;;47.47449,-0.54585;Maine-et-Loire
RIVES-DU-LOIR EN FÊTE;Stages-Atelier-Jeux;;;Plage de Villevêque;Rue du Port;49140;RIVES-DU-LOIR-EN-ANJOU;;;49377;47.56333;-0.42457;;02 41 69 51 15;;;47.56333,-0.42457;Maine-et-Loire
RYTHM AND BOEUF;Fêtes populaires;;;Place de la Serrerie;;49290;CHALONNES-SUR-LOIRE;;;49063;47.354177;-0.765077;;02 41 78 26 21;;;47.354177,-0.765077;Maine-et-Loire
RÉGATE DEPARTEMENTALE CATAMARAN;Manifestation sportive;;;Plage du Pré Vincent;;44760;LES MOUTIERS-EN-RETZ;;;44106;47.06294;-2.00689;;06 75 32 39 79;;;47.06294,-2.00689;Loire-Atlantique
RÉGATE HABITABLES;Manifestation sportive;;;Pointe Saint-Gildas;;44770;PREFAILLES;;;44136;47.13635;-2.24496;;;06 83 85 38 58;;47.13635,-2.24496;Loire-Atlantique
SAINT-LÉO VINTAGE;Visites et sorties à thèmes;;Aire de loisirs;;;72130;SAINT-LEONARD-DES-BOIS;;;72294;48.3507661;-0.0771989;;;06 74 92 38 36;;48.3507661,-0.0771989;Sarthe
SALON DU BIEN NAITRE ET BIEN GRANDIR;;;;Espace Sports et Loisirs, salle des Fêtes;Avenue des Sports;44770;LA PLAINE-SUR-MER;;;44126;47.13902;-2.19109;;;06 61 38 00 06;;47.13902,-2.19109;Loire-Atlantique
SALON DU BIEN ÊTRE TERRE HAPPY À BAUGÉ;Foire ou salon;;Centre Culturel René d'Anjou;;Baugé;49150;BAUGE-EN-ANJOU;;;49018;47.5410397;-0.1012307;;;06 13 44 01 36;;47.5410397,-0.1012307;Maine-et-Loire
SALON HABITAT IMMOBILIER DÉCORATION;;;;Parc des Expositions;Route de Paris;49000;ANGERS;;;49007;47.49806;-0.49594;;02 41 93 40 40;;;47.49806,-0.49594;Maine-et-Loire
SCÈNES DE PAYS : ROMAIN LELEU SEXTET - LE RIVAGE DES VOIX;Concert;;Centre culturel La Loge;Rue Robert Schuman;BEAUPREAU;49600;BEAUPREAU-EN-MAUGES;;;49023;47.2092765;-0.9813978;;02 41 75 38 34;;;47.2092765,-0.9813978;Maine-et-Loire
SOIRÉE CUISINES DU MONDE MEXIQUE;Visites et sorties à thèmes;;Salle Laurenthéa;Rue du Stade;Saint Laurent Des Autels;49270;OREE D'ANJOU;;;49069;47.2821788;-1.190651;;02 40 98 26 76;;;47.2821788,-1.190651;Maine-et-Loire
SOIRÉE DÉCOUVERTE - DOMAINE DE LA GAUTERIE;Visites et sorties à thèmes;;Domaine de la Gauterie - Etienne Jadeau;;794, route de la Gauterie;49320;BRISSAC LOIRE AUBANCE;;;49050;47.323618;-0.427165;;02 41 45 50 04;06 87 23 73 28;;47.323618,-0.427165;Maine-et-Loire
SOIRÉE DÉCOUVERTE TALENTS;Concert;;Salle Jean Carmet;5, boulevard d'Anjou;;72700;ALLONNES;;;72003;47.9668368;0.1609441;;;;;47.9668368,0.1609441;Sarthe
SOIRÉE GUINGUETTE;Visites et sorties à thèmes;;;Halles du marché;Place Paul Vince;44420;PIRIAC-SUR-MER;;;44125;47.37905;-2.54733;;;;;47.37905,-2.54733;Loire-Atlantique
SOIRÉE JEUX DE SOCIÉTÉ;Visites et sorties à thèmes;;;Salle de la Minoterie;;44410;HERBIGNAC;;;44072;47.44942;-2.31608;;06 75 33 45 67;07 86 40 83 76;;47.44942,-2.31608;Loire-Atlantique
SOIRÉE JEUX DE SOCIÉTÉ;Stages-Atelier-Jeux;Centre Maurice Loiseau;;;;72400;LA FERTE-BERNARD;;;72132;48.1836339;0.64840316;;06 77 76 92 84;;;48.1836339,0.64840316;Sarthe
SOIRÉE QUIZ;;O'bout du pont;rue de la mairie;;;72430;FERCE-SUR-SARTHE;;;72131;47.901792;-0.029601;;;628201263;;47.901792,-0.029601;Sarthe
SORTIE DE RÉSIDENCE : VASTE MONDE;Spectacle;;Salle André Malraux;Place André Malraux;;44850;SAINT-MARS-DU-DESERT;;;44179;47.366516;-1.4042364;;;;;47.366516,-1.4042364;Loire-Atlantique
SORTIE DECOUVERTE DE LA PECHE A PIED;Visites et sorties à thèmes;;;Base Nautique;Plan d'Eau;44760;LA BERNERIE-EN-RETZ;;;44012;47.07887;-2.03919;;06 60 26 95 43;;;47.07887,-2.03919;Loire-Atlantique
SORTIE NATURE;Sortie nature / environnement;;Maison de la Forêt;2 route de Conquereuil;;44130;LE GAVRE;;;44062;47.5212415;-1.7480435;Gare SNCF||Gare de Nantes||45,4,Route (nationale/départ.)||Rn 137||13,3,Route (nationale/départ.)||RN 171||9,7;02 40 51 25 14;;;47.5212415,-1.7480435;Loire-Atlantique
SORTIE NATURE;Sortie nature / environnement;;Maison de la Forêt;2 route de Conquereuil;;44130;LE GAVRE;;;44062;47.5212415;-1.7480435;Gare SNCF||Gare de Nantes||45,4,Route (nationale/départ.)||Rn 137||13,3,Route (nationale/départ.)||RN 171||9,7;02 40 51 25 14;;;47.5212415,-1.7480435;Loire-Atlantique
SORTIE NATURE;Sortie nature / environnement;;Maison de la Forêt;2 route de Conquereuil;;44130;LE GAVRE;;;44062;47.5212415;-1.7480435;Gare SNCF||Gare de Nantes||45,4,Route (nationale/départ.)||Rn 137||13,3,Route (nationale/départ.)||RN 171||9,7;02 40 51 25 14;;;47.5212415,-1.7480435;Loire-Atlantique
SORTIE NATURE SPÉCIALE OISEAUX NOCTURNES A SEICHES;Sortie nature / environnement;;;Boudré;;49140;SEICHES-SUR-LE-LOIR;;;49333;47.611987;-0.391245;;02 41 44 44 22;06 82 30 77 67;;47.611987,-0.391245;Maine-et-Loire
SORTIE ORCHIDÉES;Sortie nature / environnement;Espace Naturel Sensible des Ajeux;;;;72400;LA FERTE-BERNARD;;;72132;48.16611;0.64251;;02 43 71 21 21;;;48.16611,0.64251;Sarthe
SORTIE ORNITHOLOGIQUE - DÉBUTANTS;Sortie nature / environnement;Espace Naturel Sensible des Ajeux;;;;72400;LA FERTE-BERNARD;;;72132;48.16611;0.64251;;02 43 71 21 21;;;48.16611,0.64251;Sarthe
SORTIE VIN - SORTIE LPO ANJOU;Sortie nature / environnement;;Parking du Pont-Barré;;;49750;BEAULIEU-SUR-LAYON;;;49022;47.3135078;-0.6105016;;02 41 44 44 22;;;47.3135078,-0.6105016;Maine-et-Loire
SORTIES EN CANI-RANDO À L'ARCHE DE LA NATURE;Randonnée;;Parking du Verger;Route de Changé;;72530;YVRE-L'EVEQUE;;;72181;47.989875;0.24834078;;02 43 28 17 22;;;47.989875,0.24834078;Sarthe
SPEAK EASY;Concert;;;Espace culturel du Val st Martin;Rue Jules Ferry;44210;PORNIC;;;44131;47.12072;-2.0923;;02 40 82 04 40;;;47.12072,-2.0923;Loire-Atlantique
SPECTACLE;Spectacle;Quai des Arts;;;;72320;VIBRAYE;;;72373;48.0647497;0.72728968;;02 43 60 76 89;;;48.0647497,0.72728968;Sarthe
SPECTACLE ESCRIME RENAISSANCE AU CHÂTEAU;Spectacle;;Cour de la forteresse;9 rue Fouquet de la Varenne;;53270;SAINTE-SUZANNE-ET-CHAMMES;;;53255;48.0969569;-0.3488618;;02 43 58 13 00;;;48.0969569,-0.3488618;Mayenne
SPECTACLE : ELIE SEMOUN;Spectacle;;;33 boulevard Carnot;;49100;ANGERS;;;49007;47.47446;-0.54597;;02 41 96 32 32;;;47.47446,-0.54597;Maine-et-Loire
SPECTACLE : REDOUANE BOUGHERABA;;;;33 boulevard Carnot;;49100;ANGERS;;;49007;47.47437;-0.54598;;02 41 96 32 32;;;47.47437,-0.54598;Maine-et-Loire
SPECTACLE DE DANSE MODERN JAZZ;Danse (spectacle);Centre Culturel Athéna;;;;72400;LA FERTE-BERNARD;;;72132;48.182847;0.64961552;;02 43 93 67 92;;;48.182847,0.64961552;Sarthe
SPECTACLE DE LA COMPAGNIE DU MUSICAL AVEC YVES PUJOL - CANDÉ;Spectacle;Salle Beaulieu;;;;49440;CANDE;;;49054;47.5539035;-1.0419307;;;07 86 73 98 43;;47.5539035,-1.0419307;Maine-et-Loire
SPECTACLE DE RUE LA FRANÇOISE DES JEUX;Spectacle;;;;;72440;SAINT-MICHEL-DE-CHAVAIGNES;;;72303;48.01887;0.56999;;;;;48.01887,0.56999;Sarthe
SPECTACLE ENFANTS : CARRÉ COMME UN BALLON;Spectacle;;;Plage Saint Michel;;44420;PIRIAC-SUR-MER;;;44125;47.38026;-2.54927;;02 40 23 51 42;;;47.38026,-2.54927;Loire-Atlantique
SPECTACLE ENFANTS : PATRICK ET LES MUZIGOTOS;Concert;;;Plage Saint Michel;;44420;PIRIAC-SUR-MER;;;44125;47.38033;-2.54918;;02 40 23 51 42;;;47.38033,-2.54918;Loire-Atlantique
SPECTACLE MUSICAL - LA TOUTE PETITE BOÎTE DE NUITS;Théâtre;;LE VAL'RHONNE;;Allée de l'Europe;72230;Moncé-en-Belin;;;72200;47.89235;0.2014037;;02 43 42 29 48;;;47.89235,0.2014037;Sarthe
SPECTACLE UNE ETOILE  DANS MA VALISE;Spectacle;;;Médiathèque Armel de Wismes;35 rue Tartifume;44210;PORNIC;;;44131;47.11673;-2.10151;;02 40 82 65 90;;;47.11673,-2.10151;Loire-Atlantique
SPECTACLE  MOUTON NOIR » À LA MÉNITRÉ;Spectacle;;Salle Pessard;;;49250;LA MENITRE;;;49201;47.4028763;-0.2706753;;;07 85 08 09 80;;47.4028763,-0.2706753;Maine-et-Loire
STAGE 1/2 JOURNÉE: PLANTES SAUVAGES COMESTIBLES;Stages-Atelier-Jeux;;;;;49000;ECOUFLANT;;;49129;47.53015;-0.528;;06 81 25 71 85;;;47.53015,-0.528;Maine-et-Loire
STAGE D'ARTS PLASTIQUES : FLIPBOOK;Stages-Atelier-Jeux;;;18 Boulevard d'Andigné;;53200;CHATEAU-GONTIER-SUR-MAYENNE;;;53062;47.81744;-0.7128;;;06 63 23 11 48;;47.81744,-0.7128;Mayenne
STAGE D'INITIATION POTERIE POUR ENFANTS (6-8 ANS);Stages-Atelier-Jeux;;La Maison du Potier;2 rue des Recoins;LE FUILET;49110;MONTREVAULT-SUR-EVRE;;;49218;47.2637943;-1.1359016;;02 41 70 90 21;;;47.2637943,-1.1359016;Maine-et-Loire
STAGE D'INITIATION À LA TAILLE DE PIERRE;Stages-Atelier-Jeux;;Château de Sainte-Suzanne;9, rue Fouquet de la Varenne;;53270;SAINTE-SUZANNE-ET-CHAMMES;;;53255;48.0968889;-0.3482986;;02 43 58 13 00;;;48.0968889,-0.3482986;Mayenne
STAGE DÉCOUVERTE DE L'APICULTURE À ST MARTIN D'ARCÉ;Stages-Atelier-Jeux;;;la Riberdière;St Martin d'Arcé;49150;BAUGE-EN-ANJOU;;;49018;47.5588969;-0.108183;;;06 68 19 47 43;;47.5588969,-0.108183;Maine-et-Loire
STAGE D’EVEIL MUSIQUE POUR LES 3- 4 ANS;Stages-Atelier-Jeux;Escal, place Ledru Rollin;;;;72400;LA FERTE-BERNARD;;;72132;48.1846528;0.65814024;;02 43 93 67 92;;;48.1846528,0.65814024;Sarthe
STAGE INTENSIF DE TOURNAGE À LA MAISON DU POTIER;Stages-Atelier-Jeux;;Maison du Potier;2 rue des Recoins;LE FUILET;49270;MONTREVAULT-SUR-EVRE;;;49218;47.2639191;-1.1357089;;02 41 70 90 21;;;47.2639191,-1.1357089;Maine-et-Loire
STAGE RAKU SUR 4 JOURS AVEC LA CÉRAMISTE MAGALI BRUCHET;Stages-Atelier-Jeux;Le Prieuré;rue du Prieuré (au dessus de la piscine);;;49570;MAUGES-SUR-LOIRE;;;49244;47.38719;-0.86475;;;06 28 25 42 95;;47.38719,-0.86475;Maine-et-Loire
STAGE WEEK-END: PLANTES SAUVAGES COMESTIBLES;Stages-Atelier-Jeux;;;;;49000;ECOUFLANT;;;49129;47.53015;-0.52794;;06 81 25 71 85;;;47.53015,-0.52794;Maine-et-Loire
TAGS BOTANIQUES À SAINT-QUENTIN-LÈS-BEAUREPAIRE;Sortie nature / environnement;;;;Saint-Quentin-Lès-Beaurepaire;49150;BAUGE-EN-ANJOU;;;49018;47.62759;-0.10851;;02 41 84 12 17;;;47.62759,-0.10851;Maine-et-Loire
THE GAG FATHERS;Spectacle;;;Théâtre Saint Louis;Rue Jean Vilar;49300;CHOLET;;;49099;47.0588;-0.8834;;02 72 77 24 24;;;47.0588,-0.8834;Maine-et-Loire
THEÂTRE DE L'EVRE : CONFÉRENCE GESTICULÉE J'VOUS PRÊTE MA BLOUSE;Conférence;;Théâtre de l'Evre;133 rue du Vieux Bourg;Notre-Dame-du-Marillais - LE MARILLAIS;49410;MAUGES-SUR-LOIRE;;;49244;47.362077;-1.0341888;;02 53 20 20 21;;;47.362077,-1.0341888;Maine-et-Loire
THEÂTRE DE L'EVRE : OBSERVATION CONTÉE DU CIEL;Théâtre;;Théâtre de l'Evre;133 rue du Vieux Bourg;Notre-Dame-du-Marillais - LE MARILLAIS;49410;MAUGES-SUR-LOIRE;;;49244;47.362077;-1.0341888;;02 53 20 20 21;;;47.362077,-1.0341888;Maine-et-Loire
THEÂTRE DE L'EVRE : SPECTACLE DE MARIONNETTES TEL PÈRE, TEL LOUP;Contes et lectures;;Théâtre de l'Evre;133 rue du Vieux Bourg;Notre-Dame-du-Marillais - LE MARILLAIS;49410;MAUGES-SUR-LOIRE;;;49244;47.362077;-1.0341888;;02 53 20 20 21;;;47.362077,-1.0341888;Maine-et-Loire
THÉÂTRE  LA FOLLE NUIT AU CAFÉ ANGLAIS ! »;Théâtre;;;6 Rue du Temple;;72430;ASNIERES-SUR-VEGRE;;;72010;47.88864;-0.23576;;02 43 95 17 12;;;47.88864,-0.23576;Sarthe
TREMPLIN DE LA NUIT DE L'ERDRE;Festival;;;centre ville;;44390;NORT-SUR-ERDRE;;;44110;47.439945;-1.4991991;;;;;47.439945,-1.4991991;Loire-Atlantique
TREMPLIN MUSICAL - EDITION 2;Concert;;;Place de l'Hôtel de Ville;;72500;MONTVAL-SUR-LOIR;;;72071;47.69522;0.41805;;02 43 79 47 97;;;47.69522,0.41805;Sarthe
TROPHEE BESNIER AMENAGEMENT;Stages-Atelier-Jeux;;Bourgneuf-en-Retz;Terrain de pétanque;Parking de la salle omnisport;44580;VILLENEUVE-EN-RETZ;;;44021;47.04357;-1.95528;;06 59 75 72 55;;;47.04357,-1.95528;Loire-Atlantique
VENTE DE SIROPS BIO ARTISANAUX ET DÉGUSTATION GRATUITE;;;;Lieu dit la Gressière;;44760;LA BERNERIE-EN-RETZ;;;44012;47.08659;-2.03396;;06 24 02 62 35;;;47.08659,-2.03396;Loire-Atlantique
VIDE GRENIER;Brocantes & vide-greniers;;Parking de l'église;Bourg de Sainte Marie sur Mer;Place de l'Eglise;44210;PORNIC;;;44131;47.11293;-2.13046;;;06 22 01 35 63;;47.11293,-2.13046;Loire-Atlantique
VIDE GRENIER;Brocantes & vide-greniers;;Le bourg;;;72120;SAINTE-CEROTTE;;;72272;47.8989243;0.68560329;;;;;47.8989243,0.68560329;Sarthe
VIDE GRENIER;Brocantes & vide-greniers;Stade du Landon;;;;72370;LE BREIL-SUR-MERIZE;;;72046;48.00097;0.47827699;;02 43 76 80 12;;;48.00097,0.47827699;Sarthe
VIDE GRENIER;Brocantes & vide-greniers;Pelouse de la Borde à Cherré;;;;72400;CHERRE-AU;;;72080;48.19224;0.68418399;;06 89 67 03 21;;;48.19224,0.68418399;Sarthe
VIDE GRENIER DE LA SAINT JEAN;Brocantes & vide-greniers;;;Place du Château;;44210;PORNIC;;;44131;47.11414;-2.10603;;;06 22 01 35 63;;47.11414,-2.10603;Loire-Atlantique
VIDE GRENIER PAR L'ASSOCIATION GYM PASSION;Brocantes & vide-greniers;;;La Coulée Verte;rue du Sénéchal;44350;GUERANDE;;;44069;47.33183;-2.42545;;02 40 15 65 94;;;47.33183,-2.42545;Loire-Atlantique
VIDE GRENIERS;Brocantes & vide-greniers;;;;;72390;LE LUART;;;72172;48.069938;0.592255;;02 43 60 03 41;;;48.069938,0.592255;Sarthe
VIDE-GRENIER;Brocantes & vide-greniers;;;Parking de la salle Joseph Clavier;Rue de la Mairie;44560;CORSEPT;;;44046;47.27846;-2.05765;;;;;47.27846,-2.05765;Loire-Atlantique
VIDE-GRENIER - COMBRÉE;Brocantes & vide-greniers;;;Place de l'Ancienne Caserne;Combrée;49420;OMBRÉE D'ANJOU;;;49248;47.7039772;-1.0292627;;;;;47.7039772,-1.0292627;Maine-et-Loire
VIDE-GRENIERS;Brocantes & vide-greniers;;;Parking de Port Giraud;Port Giraud;44770;LA PLAINE-SUR-MER;;;44126;47.1573;-2.19415;;06 28 37 54 20;;;47.1573,-2.19415;Loire-Atlantique
VIDE-GRENIERS ECOLE SAINT JOSEPH;Brocantes & vide-greniers;;;La Madeleine;;44350;GUERANDE;;;44069;47.35646;-2.3693;;;06 61 95 14 27;;47.35646,-2.3693;Loire-Atlantique
VIDE-GRENIERS LA BAULE PÉTANQUE;Brocantes & vide-greniers;;;Place des Salines;;44500;LA BAULE-ESCOUBLAC;;;44055;47.28979;-2.39652;;06 60 48 98 69;;;47.28979,-2.39652;Loire-Atlantique
VIGNES, VINS ET RANDOS : AOC SAUMUR FINES BULLES;Randonnée;;;;;49260;BELLEVIGNE-LES-CHATEAUX;;;49060;47.17452;-0.05965;;02 47 60 55 00;;;47.17452,-0.05965;Maine-et-Loire
VISITE - INSECTES ET AUTRES FÉES DES MARAIS;Sortie nature / environnement;;;Terre de Sel;Pradel;44350;GUERANDE;;;44069;47.31654;-2.45298;;02 40 62 08 80;;;47.31654,-2.45298;Loire-Atlantique
VISITE - LA CHORÉGRAPHIE DES STERNES;Sortie nature / environnement;;;Terre de Sel;Pradel;44350;GUERANDE;;;44069;47.31654;-2.45298;;02 40 62 08 80;;;47.31654,-2.45298;Loire-Atlantique
VISITE ACCOMPAGNÉE DU LOGIS;Visites et sorties à thèmes;;;Château du Plessis-Macé;2 rue de Bretagne;49770;LONGUENEE-EN-ANJOU;;;49200;47.5447;-0.67568;;02 41 32 67 93;;;47.5447,-0.67568;Maine-et-Loire
VISITE DE LA CRIÉE;;;;Centre de marée;;44420;LA TURBALLE;;;44211;47.34693;-2.51391;;02 40 11 71 31;;;47.34693,-2.51391;Loire-Atlantique
VISITE DE LA FORÊT D'ESCOUBLAC- AVRIL;Sortie nature / environnement;;;Adresse sur réservation;;44500;LA BAULE-ESCOUBLAC;;;44055;47.28694;-2.36609;;02 51 75 75 75;;;47.28694,-2.36609;Loire-Atlantique
VISITE DU PORT DE LA TURBALLE;;;;Port de La Turballe;;44420;LA TURBALLE;;;44211;47.34693;-2.51391;;02 40 11 71 31;;;47.34693,-2.51391;Loire-Atlantique
VISITE DÉCALÉE CHÂTEAU À VENDRE;;;;Rue de Ranrouët;;44410;HERBIGNAC;;;44072;47.44477;-2.29898;;02 40 88 96 17;;;47.44477,-2.29898;Loire-Atlantique
VISITE GOURMANDE;Visites et sorties à thèmes;;;7 place Kennedy;;49000;ANGERS;;;49007;47.46922;-0.55798;;02 41 23 50 00;;;47.46922,-0.55798;Maine-et-Loire
VISITE GUIDEE ARTISTES D'HIER A PORNIC;Visites et sorties à thèmes;;;Office du Tourisme;Place de la Gare;44210;PORNIC;;;44131;47.1145;-2.0982;;02 40 82 04 40;;;47.1145,-2.0982;Loire-Atlantique
VISITE GUIDÉE ENTRE HISTOIRE ET GOURMANDISE;Visites et sorties à thèmes;;Devant l'Église;Place de la République;;72130;FRESNAY-SUR-SARTHE;;;72138;48.2804535;0.02128994;;02 43 33 28 04;;;48.2804535,0.02128994;Sarthe
VISITE GUIDÉE DE L'EXPOSITION LES ARBRES SÈMENT PAR PAUL CORBINEAU;Visites et sorties à thèmes;Carnuta,;Maison de l'Homme et de la forêt;2 Rue du bourg ancien;;72500;JUPILLES;;;72153;47.7904887;0.41333006;;02 43 38 10 31;;;47.7904887,0.41333006;Sarthe
VISITE GUIDÉE DE L'UNITÉ LA SALAMANDRE - SIVERT À LASSE;Visites et sorties à thèmes;;SIVERT;Route de Mouliherne à Clefs;Lasse;49490;NOYANT-VILLAGES;;;49228;47.5175059;0.0505768;;02 41 82 58 24;;;47.5175059,0.0505768;Maine-et-Loire
VISITE GUIDÉE DE LA CHAPELLE SAINTE-ANNE-SAINT-JULIEN;;;;Place Monseigneur Freppel;Rue François Bougouin;44510;LE POULIGUEN;;;44135;47.26827;-2.4241;;06 72 24 65 63;;;47.26827,-2.4241;Loire-Atlantique
VISITE GUIDÉE DES FOURS À CHAUX DE MONTJEAN-SUR-LOIRE;Stages-Atelier-Jeux;;CAP LOIRE;20 Rue d'Anjou (Montjean-sur-Loire);MONTJEAN-SUR-LOIRE;49570;MAUGES-SUR-LOIRE;;;49244;47.3898383;-0.8639788;;02 41 39 07 10;;;47.3898383,-0.8639788;Maine-et-Loire
VISITE GUIDÉE DU MOULIN À GLACE DE LA BRUÈRE - LA FLÈCHE;Visites et sorties à thèmes;RD306 - 85 Route du Lude;;;;72200;LA FLECHE;;;72154;47.6900837;-0.05292;;;06 72 83 52 00;;47.6900837,-0.05292;Sarthe
VISITE GUIDÉE DU MOULIN À GLACE DE LA BRUÈRE - LA FLÈCHE;Visites et sorties à thèmes;RD306 - 85 Route du Lude;;;;72200;LA FLECHE;;;72154;47.6900963;-0.0528464;Route (nationale/départ.)||RD306||0;;06 72 83 52 00;;47.6900963,-0.0528464;Sarthe
